stt,file_path,duration
301,F:\Thomas\V111.mp4,6:06
298,F:\Thomas\V109 sửa.mp4,7:37
303,F:\Thomas\v122 sửa thêm thời gian.mp4,6:41
304,F:\Thomas\v123 sửa lại 2.mp4,6:41
305,F:\Thomas\v123 sửa lại nhạc nền.mp4,6:41
306,F:\Thomas\v124 sua lai.mp4,6:09
308,F:\Thomas\v125.mp4,7:02
310,F:\Thomas\v134.mp4,6:00
309,F:\Thomas\v13 sua lai 2.mp4,4:45
307,F:\Thomas\v125 sua lai.mp4,7:02
311,F:\Thomas\v135.mp4,7:04
312,F:\Thomas\v136.mp4,7:10
313,F:\Thomas\v137.mp4,6:01
315,F:\Thomas\v139 sua lai.mp4,6:09
318,F:\Thomas\v140.mp4,6:54
317,F:\Thomas\v140 render lại.mp4,6:54
314,F:\Thomas\v138 sửa lại.mp4,6:30
316,F:\Thomas\v14.mp4,5:24
319,F:\Thomas\v141.mp4,7:28
320,F:\Thomas\v142.mp4,6:00
322,F:\Thomas\v144 sua lai.mp4,6:44
321,F:\Thomas\v143.mp4,6:07
323,F:\Thomas\v145.mp4,6:50
325,F:\Thomas\v147 sua lai.mp4,6:45
324,F:\Thomas\v146.mp4,6:00
326,F:\Thomas\v148.mp4,6:27
328,F:\Thomas\v15.mp4,6:07
327,F:\Thomas\v149.mp4,6:17
329,F:\Thomas\v150.mp4,6:42
331,F:\Thomas\V152.H - play - Duyệt.mp4,7:30
330,F:\Thomas\v151.mp4,6:17
332,F:\Thomas\V153.H - play - Duyệt.mp4,8:00
333,F:\Thomas\V154.H - play - Duyệt.mp4,7:25
336,F:\Thomas\V157.H - play - Duyệt.mp4,7:04
334,F:\Thomas\V155.H - play - Duyệt.mp4,7:39
335,F:\Thomas\V156.H - play - Duyệt.mp4,7:06
337,F:\Thomas\V158.H - play - Duyệt.mp4,7:50
338,F:\Thomas\V159.H - play - Duyệt.mp4,7:30
339,F:\Thomas\v16.mp4,6:32
343,F:\Thomas\V163.H - play - Duyệt.mp4,6:25
340,F:\Thomas\V160.H - play - Duyệt.mp4,7:17
342,F:\Thomas\V162.H - play - Duyệt.mp4,5:37
341,F:\Thomas\V161.H - play - Duyệt.mp4,6:51
344,F:\Thomas\V164.H - play - Duyệt.mp4,7:27
348,F:\Thomas\v168.mp4,6:03
345,F:\Thomas\V165.H - play - Duyệt.mp4,8:15
346,F:\Thomas\V166.H - play - Duyệt.mp4,6:48
349,F:\Thomas\v169.mp4,6:13
351,F:\Thomas\V170.H - play - Duyệt.mp4,5:56
347,F:\Thomas\V167.H - play - Duyệt.mp4,8:06
